;;;;;;;;;;;;;;18/6/2024;3/8/2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;776;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;1619;1483;;;;;;;;;;;;;;;;
;;;;;;;;;;$ 5.765.176;$ 12.491.307.393;;;;;COSTO;;;;;;;;;;;;;;;
 N° ; DOMINIO ; MARCA ; MODELO  ; Vendedor ; MOTOR ; AÑO ; COLOR ; KM ; Proveedor ; NRO OPERACIÓN ; PRECIO INFOAUTO COMPRA ; POSICION ; ESTADO ; Fecha compra ; Fecha venta ;COMPRA;FLETE;GASTOS PREPARACION;Patentes - Bajas;Otros Gastos;Costo;Ref. Costo / Info;Total Gastos;;;;;;;;
997;L539752;RENAULT;KANGOO II EXPRESS CONFORT 5A 1.5 dCi;;DIESEL;2023;BLANCO GLACIAR;0;Car France;-;$ 7.100.000;Vendido;Vendido;9/3/2023;9/3/2023;$ 6.103.554;$ 10.000;;;;$ 6.113.554;$ 10.000;$ 10.000;;;;;;;;
998;AD230DT;RENAULT;CAPTUR LIFE 1.6;;GNC;2018;BLANCO GLACIAR;120.000;Cliente;-;$ 5.000.000;Vendido;Vendido;7/3/2023;29/7/2023;$ 3.590.000;;$ 90.300;$ 22.930;;$ 3.703.230;$ 113.230;$ 113.230;;;;;;;;
999;AD875XZ;TOYOTA;HILUX 4X2 D/C SRX 2.8 TDI 6 A/T;;DIESEL;2019;GRIS PLATA;106.300;Cliente;-;$ 10.500.000;Vendido;Vendido;2/6/2023;2/6/2023;$ 11.500.000;;;;;$ 11.500.000;$ 0;$ 0;;;;;;;;
1000;AF833XY;PEUGEOT;PARTNER CONFORT 1.6 HDI;;DIESEL;2023;GRIS ALUMINIUM;0KM PAT;Metz;-;$ 5.439.900;Vendido;Vendido;13/3/2023;10/7/2023;$ 7.001.872;$ 10.000;;;;$ 7.011.872;$ 10.000;$ 10.000;;;;;;;;
1001;AD925JT;RENAULT;KWID ICONIC 1.0;;NAFTA;2019;ROJO FUEGO;48.000;Car France;-;$ 3.350.000;Vendido;Vendido;10/3/2023;6/5/2023;$ 2.426.213;$ 10.000;;;;$ 2.436.213;$ 10.000;$ 10.000;;;;;;;;
1002;AF940FX;RENAULT;NUEVO DUSTER ICONIC 1.3T 4X2 CVT;;NAFTA;2023;GRIS CASSIOPE;0KM;Car France;-;$ 8.490.000;Vendido;Vendido;27/2/2023;31/3/2023;$ 5.165.385;$ 10.000;$ 5.550;;;$ 5.180.935;$ 15.550;$ 15.550;;;;;;;;
1003;AE327FA;VW;TIGUAN ALLSPACE 1.4T 250 AUT;;NAFTA;2020;GRIS;22.000;Cliente;-;$ 12.700.000;Vendido;Vendido;7/2/2023;29/9/2023;$ 21.840.000;;;;;$ 21.840.000;$ 0;$ 0;;;;;;;;
1004;OWS597;HONDA;CRV LX;Robinson;NAFTA;2015;GRIS PLATA;73.000;Kyoto;1372/1;$ 6.250.000;Vendido;Vendido;10/3/2023;8/6/2024;$ 4.659.800;$ 10.000;$ 25.000;$ 38.943;;$ 4.733.743;;$ 73.943;;;;;;;;
1005;AD365YP;FIAT;ARGO PRECISION 1.8;;NAFTA;2018;ROJO;33.000;Kyoto;1373/1;$ 4.200.000;Vendido;Vendido;10/3/2023;27/4/2023;$ 2.836.400;$ 10.000;$ 41.500;;;$ 2.887.900;$ 51.500;$ 51.500;;;;;;;;
1006;AA660SV;NISSAN;FRONTIER LE 4X4 AT;;DIESEL;2016;NEGRO;80.000;Kyoto;1374/1;$ 7.450.000;Vendido;Vendido;10/3/2023;22/4/2023;$ 5.032.682;$ 10.000;;;;$ 5.042.682;$ 10.000;$ 10.000;;;;;;;;
1007;AB613QL;PEUGEOT;208 1.6 ALLURE;;NAFTA;2017;NEGRO;18.000;Metz;-;$ 3.550.000;Vendido;Vendido;14/3/2023;5/5/2023;$ 2.865.777;$ 10.000;;;;$ 2.875.777;$ 10.000;$ 10.000;;;;;;;;
1008;AF096LG;RENAULT;CAPTUR ZEN 2.0;;NAFTA;2021;ROJO FUEGO;11.000;Car France;305456;$ 6.000.000;Vendido;Vendido;14/3/2023;22/4/2023;$ 4.862.400;$ 10.000;;;;$ 4.872.400;$ 10.000;$ 10.000;;;;;;;;
1009;AC210XC;VW;UP HIGH 1.0 MPI;;NAFTA;2018;NEGRO;63.000;Cliente;-;$ 3.520.000;Vendido;Vendido;14/3/2023;25/3/2023;$ 2.800.000;;;;;$ 2.800.000;$ 0;$ 0;;;;;;;;
1010;AF406DI;NISSAN;KICKS 1.6 ADVANCE PLUS CVT;;NAFTA;2022;BLANCO;12.700;Cliente;-;$ 8.350.000;Consignacion;Consignacion;15/3/2023;;$ 8.350.000;;;;;$ 8.350.000;$ 0;$ 0;;;;;;;;
1011;P052990;HONDA;WAVE 110 S;;NAFTA;2023;BLANCO;0;Scheller;-;$ 500.000;Vendido;Vendido;15/12/2022;27/2/2023;$ 393.600;$ 15.000;;;;$ 408.600;$ 15.000;$ 15.000;;;;;;;;
1012;P052991;HONDA;WAVE 110 S;;NAFTA;2023;ROJO;0;Scheller;-;$ 500.000;Vendido;Vendido;15/12/2022;14/3/2023;$ 393.600;$ 15.000;;;;$ 408.600;$ 15.000;$ 15.000;;;;;;;;
1013;PMA284;RENAULT;KANGOO PH3 CONFORT 1.6 1PLC;;GNC;2015;GRIS PLATA;74.000;Cliente;-;$ 2.800.000;Vendido;Vendido;17/3/2023;12/7/2023;$ 2.390.000;;$ 18.900;;;$ 2.408.900;$ 18.900;$ 18.900;;;;;;;;
1014;AA838QF;FORD;FOCUS 4P 1.6 L N MT S;;NAFTA;2017;BLANCO;142.000;Cliente;-;$ 4.640.000;Vendido;Vendido;20/3/2023;9/5/2023;$ 3.500.000;;$ 85.000;;;$ 3.585.000;$ 85.000;$ 85.000;;;;;;;;
1015;AD065UO..;NISSAN;KICKS 1.6 EXCLUSIVE CVT;;NAFTA;2018;ROJO;38.000;Cliente;-;$ 6.300.000;Vendido;Vendido;18/3/2023;29/9/2023;$ 5.242.000;$ 7.000;;;;$ 5.249.000;$ 7.000;$ 7.000;;;;;;;;
1016;LKS165;VW;FOX 1.6 CONFORTLINE 3 PTAS;;NAFTA;2012;ROJO;130.000;Cliente;-;$ 2.480.000;Vendido;Vendido;18/3/2023;27/9/2023;$ 1.900.000;;$ 19.000;$ 16.139;;$ 1.935.139;$ 35.139;$ 35.139;;;;;;;;
1017;AB529ZL;CHEVROLET;S10 2.8 4X4 LS CS;Robinson;DIESEL;2017;BLANCO;162.000;Cliente;-;$ 6.600.000;Vendido;Vendido;23/3/2023;15/11/2023;$ 4.860.000;;$ 122.500;;;$ 4.982.500;$ 122.500;$ 122.500;;;;;;;;
1018;NPB677;RENAULT;MEGANE III 2.0 PRIVILEGE;;NAFTA;2018;AZUL CREPUSCULO;86.000;Cliente;-;$ 3.050.000;Vendido;Vendido;25/3/2023;12/5/2023;$ 2.200.000;;$ 71.250;;$ 6.000;$ 2.277.250;$ 77.250;$ 77.250;;;;;;;;
1019;A182NTB;HONDA;WAVE 110 S;;NAFTA;2022;;0;Scheller;-;$ 393.600;Vendido;Vendido;29/12/2022;29/12/2022;$ 393.600;$ 15.000;;;;$ 408.600;$ 15.000;$ 15.000;;;;;;;;
1020;AF989KP;NISSAN;KICKS 1.6 ADVANCE CVT;;NAFTA;2023;GRIS OSCURO;0KM;Kyoto;-;$ 8.790.000;Vendido;Vendido;28/2/2023;19/4/2023;$ 5.118.814;$ 10.000;;;;$ 5.128.814;$ 10.000;$ 10.000;;;;;;;;
1021;AF821PN;PEUGEOT;208 1.6 FELINE TIPTRONIC;;NAFTA;2023;BLEU QUASAR;0;Metz;-;$ 6.890.000;Vendido;Vendido;23/3/2023;4/4/2023;$ 5.548.917;$ 10.000;;;;$ 5.558.917;$ 10.000;$ 10.000;;;;;;;;
1022;AC556UX;FORD;FOCUS 5P 2.0 L N MT SE PLUS;;NAFTA;2018;GRIS OSCURO;46.000;Metz;-;$ 5.260.000;Vendido;Vendido;23/3/2023;4/5/2023;$ 3.444.200;$ 10.000;$ 34.000; ;;$ 3.488.200;$ 44.000;$ 44.000;;;;;;;;
1023;AE227OE;RENAULT;KANGOO II EXPRESS CONFORT 1.6 SCE;;NAFTA;2020;BLANCO GLACIAR;43.000;Car France;305466;$ 4.600.000;Vendido;Vendido;23/3/2023;5/6/2023;$ 3.445.959;$ 10.000;;$ 15.695;;$ 3.471.654;$ 25.695;$ 25.695;;;;;;;;
1024;AC515ZV;RENAULT;KWID INTENS 1.0;;NAFTA;2018;ROJO FUEGO;32.000;Car France;305467;$ 3.200.000;Vendido;Vendido;23/3/2023;23/6/2023;$ 2.211.379;$ 10.000;$ 65.000;;;$ 2.286.379;$ 75.000;$ 75.000;;;;;;;;
1025;A102KWY;HONDA;CB 190 R REPSOL;;NAFTA;2019;NARANJA + NEGRO;12.000;Cliente;-;$ 750.000;Vendido;Vendido;17/3/2023;19/4/2023;$ 600.000;;;;;$ 600.000;$ 0;$ 0;;;;;;;;
1026;AG003XW;RENAULT;NUEVO DUSTER ICONIC 1.3T 4X4 MT;;NAFTA;2023;MARRON;0;Car France;114867;$ 9.900.000;Vendido;Vendido;31/3/2023;23/6/2023;$ 5.791.564;$ 10.000;;;;$ 5.801.564;$ 10.000;$ 10.000;;;;;;;;
1027;AF122ZX;FIAT;STRADA 1.4 ENDURANCE;;NAFTA;2021;GRIS PLATA;45.000;Cliente;-;$ 5.800.000;Vendido;Vendido;30/3/2023;29/9/2023;$ 4.500.000;;$ 158.746;;;$ 4.658.746;$ 158.746;$ 158.746;;;;;;;;
1028;NNH629;FORD;KA FLY VIRAL 1.6L;;NAFTA;2014;GRIS PLATA;89.000;Cliente;-;$ 1.810.000;Vendido;Vendido;30/3/2023;25/7/2023;$ 1.450.000;;$ 8.000;;;$ 1.458.000;$ 8.000;$ 8.000;;;;;;;;
1029;AF786II;NISSAN; FRONTIER S 4X4 MT 2.3 D CD;;DIESEL;2023;BLANCO HIELO;0KM PAT;Kyoto;-;$ 9.500.000;Consignacion;Consignacion;4/4/2023;;$ 8.205.974;$ 10.000;;;;$ 8.215.974;$ 10.000;$ 10.000;;;;;;;;
1030;LXO020;RENAULT;DUSTER PRIVILEGE 2.0;;NAFTA;2012;BLANCO GLACIAR;170.000;Cliente;-;$ 3.650.000;Vendido;Vendido;31/3/2023;19/4/2023;$ 2.440.000;;;;;$ 2.440.000;$ 0;$ 0;;;;;;;;
1031;AE135NQ;NISSAN;KICKS ADVANCE CVT;;NAFTA;2020;BORDO;39.000;Kyoto;-;$ 6.950.000;Vendido;Vendido;10/4/2023;16/6/2023;$ 4.976.039;$ 10.000;$ 17.000;;;$ 5.003.039;$ 27.000;$ 27.000;;;;;;;;
1032;AC365DM;NISSAN;KICKS ADVANCE CVT;;NAFTA;2018;BLANCO;46.000;Kyoto;-;$ 6.300.000;Vendido;Vendido;10/4/2023;8/6/2023;$ 4.619.280;$ 10.000;$ 129.051;;;$ 4.758.331;$ 139.051;$ 139.051;;;;;;;;
1033;AD091VD;RENAULT;KOLEOS ZEN 2.5 2WD;;NAFTA;2018;AZUL;65.000;Car France;-;$ 7.900.000;Vendido;Vendido;10/4/2023;25/7/2023;$ 5.774.100;$ 10.000;$ 39.000;;;$ 5.823.100;$ 49.000;$ 49.000;;;;;;;;
1034;ODU515;RENAULT;CLIO MIO 5P CONFORT PLUS;;NAFTA;2014;ROJO FUEGO;140.000;Cliente;-;$ 2.400.000;Vendido;Vendido;10/4/2023;24/10/2023;$ 1.800.000;;$ 64.500;;;$ 1.864.500;$ 64.500;$ 64.500;;;;;;;;
1035;MEE095;CHEVROLET;CELTA LS 3P;Gogenola;NAFTA;2013;NEGRO;160.000;Cliente;-;$ 2.090.000;Vendido;Vendido;11/4/2023;15/11/2023;$ 1.440.000;;$ 55.000;;;$ 1.495.000;$ 55.000;$ 55.000;;;;;;;;
1036;MIL394;TOYOTA;COROLLA XEI 1.8 MT;;NAFTA;2013;AZUL;180.000;Cliente;-;$ 3.780.000;Vendido;Vendido;15/4/2023;29/7/2023;$ 2.550.000;;$ 16.000;;;$ 2.566.000;$ 16.000;$ 16.000;;;;;;;;
1037;AB567CQ;PEUGEOT;208 1.6 ALLURE;;NAFTA;2017;GRIS OSCURO;85.000;Cliente;-;$ 3.850.000;Vendido;Vendido;15/4/2023;3/7/2023;$ 3.150.000;;$ 9.500;;;$ 3.159.500;$ 9.500;$ 9.500;;;;;;;;
1038;GKD119;RENAULT;LOGAN 1.6 16V CONFORT;Cholo;NAFTA;2007;GRIS CASSIOPE;143.000;Cliente;-;$ 1.650.000;Vendido;Vendido;13/4/2023;18/7/2024;$ 1.040.000;;$ 62.000;;;$ 1.102.000;6200000,00 %;$ 62.000;;;;;;;;
1039;AF253IW;FIAT;CRONOS DRIVE 1.3 MT;;NAFTA;2022;ROJO MARSALA;1.500;Metz;-;$ 4.370.000;Vendido;Vendido;18/4/2023;31/5/2023;$ 3.039.000;$ 10.000;;;;$ 3.049.000;$ 10.000;$ 10.000;;;;;;;;
1040;AF123HC;NISSAN;FRONTIER XE 2.3 D 4X2 MT CD;;DIESEL;2021;BLANCO;31.000;Kyoto;-;$ 9.200.000;Vendido;Vendido;18/4/2023;27/10/2023;$ 6.826.607;$ 10.000;-$ 8.500;;;$ 6.828.107;$ 1.500;$ 1.500;;;;;;;;
1041;AB048PT;NISSAN;NOTE EXCLUSIVE CVT PURE DRIVE;;NAFTA;2017;BORDO;27.000;Kyoto;-;$ 4.300.000;Vendido;Vendido;18/4/2023;5/7/2023;$ 3.363.160;$ 10.000;$ 34.000;;;$ 3.407.160;$ 44.000;$ 44.000;;;;;;;;
1042;AF221KI;NISSAN;SENTRA 2.0 ADVANCE MT;;NAFTA;2022;GRIS PLATA;7.000;Kyoto;-;$ 7.400.000;Vendido;Vendido;18/4/2023;22/5/2023;$ 5.772.074;$ 10.000;$ 34.000;;;$ 5.816.074;$ 44.000;$ 44.000;;;;;;;;
1043;AC243LP;TOYOTA;HILUX 4X2 D/C DX 2.4 TDI 6 M/T;;DIESEL;2018;GRIS;15.000;Kyoto;-;$ 8.000.000;Vendido;Vendido;18/4/2023;15/7/2023;$ 5.976.700;$ 10.000;;;;$ 5.986.700;$ 10.000;$ 10.000;;;;;;;;
1044;AD976CX;VW;T-CROSS COMFORTLINE 1.6 MSI 110CV;;NAFTA;2019;BLANCO;19.000;Metz;-;$ 7.000.000;Vendido;Vendido;18/4/2023;26/7/2023;$ 5.368.900;$ 10.000;;;;$ 5.378.900;$ 10.000;$ 10.000;;;;;;;;
1045;AC245KT;CITROEN;C3 1.6 FEEL AM18;;NAFTA;2018;BLANCO;58.000;Cliente;-;$ 4.000.000;Vendido;Vendido;19/4/2023;15/7/2023;$ 3.180.000;;$ 38.000;;;$ 3.218.000;$ 38.000;$ 38.000;;;;;;;;
1046;AE445LC;CITROEN;C4 CACTUS THP AT6 SHINE AM21;;NAFTA;2020;ROJO;10.000;Cliente;-;$ 6.700.000;Vendido;Vendido;2/5/2023;6/6/2023;$ 5.750.000;;;;;$ 5.750.000;$ 0;$ 0;;;;;;;;
1047;MOW449;FIAT;PUNTO 1.4 ATTRACTIVE;;NAFTA;2013;NEGRO;110.000;Cliente;-;$ 2.540.000;Vendido;Vendido;27/4/2023;4/9/2023;$ 1.900.000;;;;;$ 1.900.000;$ 0;$ 0;;;;;;;;
1048;AF257OO;RENAULT;CAPTUR ZEN 2.0;;NAFTA;2022;BLANCO GLACIAR;12.000;Car France;-;$ 6.900.000;Vendido;Vendido;25/4/2023;11/9/2023;$ 5.358.770;$ 10.000;;;;$ 5.368.770;$ 10.000;$ 10.000;;;;;;;;
1049;AF728HE;RENAULT;DUSTER OROCH OUTSIDER 1.3 TCE 163 4WD;;NAFTA;2022;GRIS;3.000;Car France;-;$ 9.300.000;Vendido;Vendido;25/4/2023;22/7/2023;$ 7.412.121;$ 10.000;;;;$ 7.422.121;$ 10.000;$ 10.000;;;;;;;;
1050;AE459GI;VW;VIRTUS TRENDLINE 1.6 MSI 110CV;Roman;NAFTA;2020;BEIGE;58.000;Car France;-;$ 5.050.000;Vendido;Vendido;25/4/2023;29/1/2024;$ 3.798.750;$ 10.000;$ 124.500;$ 45.177;$ 61.665;$ 4.040.092;$ 241.342;$ 241.342;;;;;;;;
1051;AE584RC;TOYOTA;HILUX 4X2 D/C SRX 2.8 TDI 6 A/T;;DIESEL;2021;GRIS PLATA;21.000;Kyoto;-;$ 13.300.000;Vendido;Vendido;27/4/2023;14/8/2023;$ 9.676.176;$ 20.000;$ 90.000;;;$ 9.786.176;$ 110.000;$ 110.000;;;;;;;;
1052;AD171XF;FORD;FIESTA 1.6L S PLUS;;NAFTA;2018;BORDO;23.000;Metz;-;$ 3.640.000;Vendido;Vendido;6/4/2023;29/6/2023;$ 2.937.700;$ 10.000;$ 47.300;;;$ 2.995.000;$ 57.300;$ 57.300;;;;;;;;
1053;AB800PA;HONDA;FIT EXL;FE;NAFTA;2018;AZUL;78.000;Kyoto;-;$ 6.900.000;Vendido;Vendido;8/5/2023;13/4/2024;$ 4.284.990;$ 10.000;$ 311.500;;;$ 4.606.490;$ 321.500;$ 321.500;;;;;;;;
1054;AD284EB;PEUGEOT;3008 ALLURE THP TIPRONIC;;NAFTA;2018;NARANJA + NEGRO;55.000;Metz;-;$ 11.100.000;Vendido;Vendido;9/5/2023;7/6/2023;$ 6.078.000;$ 10.000;$ 681.000;;;$ 6.769.000;$ 691.000;$ 691.000;;;;;;;;
1055;G502828;PEUGEOT;208 1.6 FELINE TIPTRONIC;;NAFTA;2023;GRIS ARTENSE;0KM;Metz;-;$ 8.400.000;Vendido;Vendido;10/5/2023;21/6/2023;$ 7.265.526;$ 10.000;;;;$ 7.275.526;$ 10.000;$ 10.000;;;;;;;;
1056;AE139BX;RENAULT;NUEVO SANDERO STEPWAY ZEN 1.6;;NAFTA;2020;ROJO FUEGO;46.000;Car France;-;$ 4.850.000;Vendido;Vendido;10/5/2023;16/9/2023;$ 3.442.174;$ 10.000;$ 81.000;;;$ 3.533.174;$ 91.000;$ 91.000;;;;;;;;
1057;AD606UI;CHEVROLET;ONIX 1.4 LS MT;;NAFTA;2019;BORDO;21.000;Car France;-;$ 3.700.000;Vendido;Vendido;10/5/2023;25/7/2023;$ 2.887.050;$ 10.000;$ 2.700;;;$ 2.899.750;$ 12.700;$ 12.700;;;;;;;;
1058;AF729CY;RENAULT;KANGOO II EXPRESS EMOTION 1.6 sCe;;NAFTA;2023;BLANCO GLACIAR;0;Car France;-;$ 4.750.300;Vendido;Vendido;27/12/2022;27/12/2022;$ 4.750.300;$ 10.000;;;;$ 4.760.300;$ 10.000;$ 10.000;;;;;;;;
1059;AD841VS;HONDA;CIVIC EXL AUT;Tomas;NAFTA;2019;GRIS;28.000;Car France;-;$ 8.500.000;Vendido;Vendido;19/5/2023;9/11/2023;$ 6.787.100;$ 10.000;$ 34.000;;;$ 6.831.100;$ 44.000;$ 44.000;;;;;;;;
1060;NEJ708;CITROEN;C3 AIRCROSS SX PACK HIGH;;NAFTA;2013;BLANCO;101.000;Cliente;-;$ 3.130.000;Vendido;Vendido;19/5/2023;17/8/2023;$ 2.500.000;;$ 79.500;;;$ 2.579.500;$ 79.500;$ 79.500;;;;;;;;
1061;AA417BM;CHEVROLET;SONIC 1.6 LTZ M/T 4 PTAS;;NAFTA;2016;GRIS;57.000;Cliente;-;$ 3.500.000;Vendido;Vendido;22/5/2023;22/9/2023;$ 2.650.000;;$ 160.644;;;$ 2.810.644;$ 160.644;$ 160.644;;;;;;;;
1062;AC468HX;FORD;KA S 1.5L;;NAFTA;2018;GRIS PLATA;34.000;Car France;-;$ 3.840.000;Vendido;Vendido;22/5/2023;25/7/2023;$ 2.800.945;$ 10.000;$ 37.000;;;$ 2.847.945;$ 47.000;$ 47.000;;;;;;;;
1063;OUO789;FORD;RANGER DC 4X2 XL SAFETY 2.2L;;DIESEL;2015;GRIS PLATA;186.000;Cliente;-;;Vendido;Vendido;19/5/2023;;$ 6.200.000;;;;;$ 6.200.000;;$ 0;;;;;;;;
1064;AG011SX;NISSAN;KICKS 1.6 EXCLUSIVE CVT;;NAFTA;2023;AZUL + NEGRO;0KM;Kyoto;-;$ 10.031.300;Vendido;Vendido;29/4/2023;30/5/2023;$ 9.204.562;$ 10.000;;;;$ 9.214.562;$ 10.000;$ 10.000;;;;;;;;
1065;AE613TM;VW;GOL TREND TRENDLINE 1,6;;NAFTA;2021;BLANCO;25.000;Metz;-;$ 4.919.000;Vendido;Vendido;22/5/2023;28/8/2023;$ 3.748.100;$ 10.000;$ 57.000;;;$ 3.815.100;$ 67.000;$ 67.000;;;;;;;;
1066;AG003XX;RENAULT;KANGOO II STEPWAY 1.6 sCe;;NAFTA;2023;ROJO FUEGO;0;Car France;-;$ 6.901.000;Vendido;Vendido;30/5/2023;14/6/2023;$ 6.135.384;$ 10.000;;;;$ 6.145.384;$ 10.000;$ 10.000;;;;;;;;
1067;AF120DF;NISSAN;VERSA 1.6 ADVANCE MT (LN);;NAFTA;2021;GRIS OSCURO;3.000;Kyoto;-;$ 6.550.000;Vendido;Vendido;1/6/2023;31/7/2023;$ 4.665.878;$ 10.000;;;;$ 4.675.878;$ 10.000;$ 10.000;;;;;;;;
1068;AE312JC;NISSAN;VERSA 1.6 ADVANCE MT;;NAFTA;2020;GRIS PLATA;28.000;Kyoto;-;$ 5.100.000;Vendido;Vendido;1/6/2023;13/7/2023;$ 3.808.880;$ 10.000;$ 19.000;;;$ 3.837.880;$ 29.000;$ 29.000;;;;;;;;
1069;AA349FO;RENAULT;NUEVO SANDERO STEPWAY PRIVILEGE 1.6;;NAFTA;2016;ROJO FUEGO;20.000;Car France;-;$ 3.950.000;Vendido;Vendido;3/6/2023;22/8/2023;$ 2.495.641;$ 10.000;$ 105.000;;;$ 2.610.641;$ 115.000;$ 115.000;;;;;;;;
1070;LKL233.;CHEVROLET;MONTANA LS AA;;GNC;2012;BLANCO;110.000;ASFE;-;$ 2.800.000;Vendido;Vendido;3/6/2023;;$ 2.800.000;;;;;$ 2.800.000;;$ 0;;;;;;;;
1071;B202489 ;NISSAN;KICKS 1.6 ADVANCE CVT;;NAFTA;2023;GRIS OSCURO;0;Kyoto;-;$ 7.649.900;Vendido;Vendido;31/5/2023;28/7/2023;$ 6.909.676;$ 10.000;;;;$ 6.919.676;$ 10.000;$ 10.000;;;;;;;;
1072;AG195BR;NISSAN;KICKS 1.6 ADVANCE CVT;;NAFTA;2023;BLANCO;0;Kyoto;-;$ 6.740.000;Vendido;Vendido;31/5/2023;5/8/2023;$ 6.093.700;$ 20.000;-$ 5.000;;;$ 6.108.700;$ 15.000;$ 15.000;;;;;;;;
1073;AD452HZ;TOYOTA;YARIS XLS PACK 1.5 CVT;;NAFTA;2019;GRIS PLATA;28.000;Metz;-;$ 5.900.000;Vendido;Vendido;1/6/2023;11/7/2023;$ 4.244.470;$ 10.000;$ 22.000;;;$ 4.276.470;$ 32.000;$ 32.000;;;;;;;;
1074;AE689NS;RENAULT;NUEVO SANDERO STEPWAY ZEN 1.6;;NAFTA;2021;GRIS ACERO;31.000;Car France;-;$ 5.450.000;Vendido;Vendido;3/6/2023;15/7/2023;$ 4.027.957;$ 10.000;;;;$ 4.037.957;$ 10.000;$ 10.000;;;;;;;;
1075;ODO483;PEUGEOT;208 1.6 FELINE PACK CUIR;;NAFTA;2014;AZUL;118.000;Cliente;-;$ 4.150.000;Vendido;Vendido;7/6/2023;17/8/2023;$ 3.189.900;;$ 70.000;;;$ 3.259.900;$ 70.000;$ 70.000;;;;;;;;
1076;OUQ951;RENAULT;CLIO MIO 1.2 CONFORT PACK SAT 3 PTAS;FE;NAFTA;2015;ROJO FUEGO;80.000;Cliente;-;$ 2.810.000;Vendido;Vendido;6/6/2023;10/11/2023;$ 2.300.000;;$ 217.000;;;$ 2.517.000;$ 217.000;$ 217.000;;;;;;;;
1077;NJR122;FORD;KA TOP PULSE 1.6L;;GNC;2013;GRIS PLATA;106.000;Cliente;-;$ 2.040.000;Vendido;Vendido;9/6/2023;3/8/2023;$ 1.900.000;;$ 8.000;;;$ 1.908.000;$ 8.000;$ 8.000;;;;;;;;
1078;AD164ID;NISSAN;KICKS 1.6 ADVANCE CVT;;NAFTA;2018;NEGRO;92.000;Cliente;-;$ 7.350.000;Vendido;Vendido;23/6/2023;27/9/2023;$ 6.251.500;;$ 144.338;;;$ 6.395.838;$ 144.338;$ 144.338;;;;;;;;
1079;AG060IE;PEUGEOT;208 FELINE 1.6L TIPTRONIC AM23.5;;NAFTA;2023;BLEU QUASAR;0KM;Metz;-;$ 8.101.000;Vendido;Vendido;26/6/2023;25/7/2023;$ 7.308.826;$ 10.000;;;;$ 7.318.826;$ 10.000;$ 10.000;;;;;;;;
1080;L579124;RENAULT;KANGOO II EXPRESS EMOTION 5A 1.6 SCE;;NAFTA;2023;;0;Car France;-;$ 8.020.100;Vendido;Vendido;25/4/2023;30/6/2023;$ 6.540.175;$ 10.000;;;;$ 6.550.175;$ 10.000;$ 10.000;;;;;;;;
1081;L579999;RENAULT;KANGOO II EXPRESS CONFORT 1.5 dCi;;DIESEL;2023;;0;Car France;-;$ 7.400.000;Vendido;Vendido;25/4/2023;30/6/2023;$ 6.038.708;$ 10.000;;;;$ 6.048.708;$ 10.000;$ 10.000;;;;;;;;
1082;AB757LG;CITROEN;C4 LOUNGE 1.6 THP FEEL AT6;;NAFTA;2017;BLANCO;70.000;Cliente;-;$ 4.950.000;Vendido;Vendido;16/6/2023;20/7/2023;$ 3.750.000;;$ 102.500;;;$ 3.852.500;$ 102.500;$ 102.500;;;;;;;;
1083;IFH712;FORD;FOCUS ONE AMBIENTE 5P 1.6L N;;NAFTA;2009;BLANCO;125.000;Cliente;-;$ 1.960.000;Vendido;Vendido;29/6/2023;12/9/2023;$ 1.510.000;;$ 42.000;;;$ 1.552.000;$ 42.000;$ 42.000;;;;;;;;
1084;AD047MM;VW;GOLF COMFORTLINE 1.4 TSI DQ;;NAFTA;2018;GRIS;45.000;Car France;-;$ 9.200.000;Vendido;Vendido;30/6/2023;30/10/2023;$ 6.787.100;$ 10.000;$ 320.000;$ 38.950;;$ 7.156.050;$ 368.950;$ 368.950;;;;;;;;
1085;AC905IT;RENAULT;DUSTER OROCH OUTSIDER 1.6;;NAFTA;2018;ROJO FUEGO;47.000;Car France;-;$ 5.900.000;Vendido;Vendido;1/7/2023;1/8/2023;$ 4.355.308;$ 10.000;$ 55.000;;;$ 4.420.308;$ 65.000;$ 65.000;;;;;;;;
1086;AE252YX;RENAULT;KANGOO II EXPRES CONFORT 5A 1.5 DCI;;DIESEL;2020;BLANCO GLACIAR;30.000;Car France;-;$ 5.800.000;Vendido;Vendido;1/7/2023;;$ 3.690.415;$ 10.000;;;;$ 3.700.415;;$ 10.000;;;;;;;;
1087;ONS593;VW;GOL TREND TRENDLINE 1.6 3 PTAS;;NAFTA;2015;GRIS PLATA;135.000;Cliente;-;$ 3.200.000;Vendido;Vendido;5/7/2023;18/7/2023;$ 2.660.000;;;;;$ 2.660.000;$ 0;$ 0;;;;;;;;
1088;OHB407;TOYOTA;ETIOS XLS 1.5 M/T 5 PTAS;;NAFTA;2014;AZUL;74.000;Cliente;-;$ 3.950.000;Vendido;Vendido;11/7/2023;29/9/2023;$ 2.910.000;;$ 212.000;;;$ 3.122.000;$ 212.000;$ 212.000;;;;;;;;
